"pop","sex","family","l_1","w_1","a_1","bod_1","l_4","w_4","a_4","bod_4","l_7","w_7","a_7","bod_7","l_10","w_10","a_10","bod_10","l_13","w_13","a_13","bod_13"
"Addis",0,71,2.1829032399,1.5261355387,2.278753804,50.7131416014,6.0711640634,4.55420513,10.9306632608,290.3245973935,12.3308504507,9.7110767864,30.3558031502,1012.5009005386,21.8828007423,18.444319028,76.1911411676,3149.1896515622,34.115894791,28.7670013228,149.2673780176,7277.6228316686
"Addis",0,72,2.011695394,1.8503075873,2.5117126252,54.1076194511,5.4919287303,4.6716713572,11.317461684,306.7035060366,10.9544339402,10.3185455599,31.145040121,1041.4762694094,19.3904906009,17.0624363322,72.9747239758,2991.2867682814,30.391699053,26.4661083048,139.2447006024,6669.5656154637
"Addis",0,72,1.3417292188,0.7321658296,0.660268373,16.7095742045,4.0929005613,2.8703695824,3.9297607956,92.3159201799,8.7855271657,6.7368842309,12.8534078891,355.5825967062,16.0934775488,13.8963173414,35.0498136139,1202.7640354359,25.772905532,22.7716650782,73.078590744,2994.4574264401
"Addis",0,72,1.9287079668,1.5020002743,1.9083044998,42.5278564428,5.3731156019,4.3682703932,8.7664225022,223.086287604,10.6841807132,9.6649797545,25.2328944144,807.4669342309,18.9197218724,17.4753951587,62.3432336267,2455.2203223418,29.7882857294,27.8678799414,122.690820236,5702.1432845813
"Addis",0,73,1.6421110352,1.5199453078,1.6291808912,34.8222616112,4.7417931534,4.4643387786,7.6763303888,194.2869161534,10.040742619,9.0522109694,21.1053817122,646.3529643985,18.0262872668,16.1191274216,52.4092056824,1985.8944387633,28.7273880136,25.53603209,104.1161776512,4644.949456513
"Addis",0,73,1.5224763538,1.0992147044,1.1996598054,26.9289748417,4.4971562008,3.6258835358,6.1202510674,150.8224142394,9.2499762625,7.5409066287,17.5457724603,517.5860566533,16.8417461819,14.5835680118,45.1497797377,1644.645744441,26.9644254602,23.4781894016,94.039766762,4095.0711230917
"Addis",0,73,2.3500554792,2.1121420059,3.2539712083,73.509625339,5.9341468175,5.1591929711,14.3027549415,401.4881783709,11.9981278042,11.4134723915,39.7148020116,1408.8606141899,21.0480832197,19.2006527246,93.6620129642,4070.1646977562,32.6479395984,29.6894569912,177.5071190112,9030.1143508101
"Addis",0,74,1.3608424824,1.0626101657,0.9350110964,21.0096881887,4.2172920877,3.5228211536,4.7062866552,111.3028246608,8.8946453504,7.7776665167,13.8874248944,388.8178123262,16.1040067817,14.8178659968,37.382078702,1309.4509008401,25.9152967796,23.078792965,76.904730626,3187.9934133623
"Addis",0,74,1.7826998575,1.230299664,1.393997436,30.8312795405,5.0630438394,4.0947678991,7.2425327656,182.8198887701,10.3897733317,9.1038948472,22.3234962589,693.7937212022,18.3627226316,16.0625018715,54.5461101036,2078.5790214832,28.9621516082,25.6539997318,107.7630033672,4850.4615768409
"Addis",0,74,1.9729577673,1.5099057586,1.9667036661,43.7988688821,5.2407710401,3.9384818948,8.613208829,218.4645038565,10.4609520407,8.1218911716,23.4016585926,736.5166777349,18.6252288245,14.1885869357,56.4373297521,2170.2695903506,29.2606077506,23.6483161432,115.1122732612,5267.5178170677
"Addis",0,75,1.558484954,0.7707281056,0.8078591466,18.6414252285,4.8842035604,3.0838251515,5.2490600361,125.7586848499,10.2653164715,7.7426198666,17.912769984,529.256530338,18.5752970948,13.655566503,44.761633493,1634.6319580732,29.3014724036,22.0738708572,91.2339853052,3941.6264285387
"Addis",0,75,1.5622508058,0.9511229402,1.0234144615,23.4849644931,4.6465712549,3.9230664281,6.14612869,151.5460990459,9.5293875231,7.4518980079,16.3111978718,473.8085907028,17.222915393,14.0524117385,41.8704462371,1498.1821070968,27.3097043962,23.4267069004,89.5285673272,3852.4991721776
"Addis",0,75,2.3187337727,2.1390632699,3.3486449894,75.8087691219,6.2555338438,5.5386543325,14.6204920944,412.3196423621,12.257018803,10.788817584,37.6874856563,1320.8279316916,21.447808163,20.2929469632,93.0747095377,4038.4566473944,33.375810825,32.7930538268,180.973329876,9250.2890849113
"Addis",0,76,1.8927761925,1.4712750084,1.8605921113,39.712147947,5.3852913719,4.2118468235,8.6729130167,224.0201608521,11.0854380523,9.0863596638,24.7587834037,785.7472170093,20.0889672879,16.5295037054,62.3821883765,2463.2000630183,31.5336442338,26.8549559416,125.7812752536,5876.5066398985
"Addis",0,76,2.0410516017,1.7890487057,2.3555659902,51.5089345335,5.9602391162,5.4367671069,11.3824765563,310.1376068905,12.1389332836,10.9141123821,31.7915801065,1069.856547811,21.4023206267,20.2776334703,79.885507239,3337.7931857746,33.3706335616,31.8308497584,157.363489026,7769.7050848572
"Addis",0,76,1.8936809287,1.2539917414,1.4973833785,33.8063322971,5.4272973607,3.7555421417,7.2415874222,177.9874842917,10.9461667277,8.0531152346,21.2175437471,653.6566001808,19.478196474,15.6803386194,56.3381077658,2165.5430881455,30.4928134338,24.8127093456,113.551913632,5178.8971986096
"Addis",0,77,1.5495820788,1.6711274054,1.7359683902,37.062783079,4.2142682276,4.4909437471,7.8771170318,200.2087636692,9.0153885681,8.7205667436,21.0695016779,645.0114959482,16.3050929229,14.8132961675,50.0705828811,1877.0396081077,26.2840180912,24.1603129594,100.8867218348,4466.4824764449
"Addis",0,77,1.9515500115,1.4435516133,1.8683076952,40.7675838489,5.4671802007,4.8885131974,9.2034001953,241.4555401376,10.8622204975,9.4983453899,24.0693710054,760.6331319193,19.248184725,17.5569523715,59.7869125862,2329.0168138622,30.1404241656,27.7103233684,120.7841615136,5589.7641227471
"Addis",0,77,1.6831832328,1.2249897477,1.3349225334,30.4733381143,4.8959395044,4.1860889912,6.6294816839,160.4808998325,10.0996972714,8.9478106047,20.0065542218,608.5889548405,17.7184439061,15.626244221,50.0968668589,1872.500085546,28.0603598852,25.4425955694,102.5325330056,4561.8425426027
"Addis",0,78,1.7095198729,1.3067945802,1.4664998481,31.4641502494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,78,1.8798994809,1.5930958878,1.8667072934,40.7331505054,5.3566943098,5.2921939009,10.0208552427,266.8160292671,10.7290160564,10.3247236025,27.3221332187,888.3084299437,19.3092166197,18.459360417,70.1736337233,2841.3223282932,30.4156358852,27.0568430708,134.1719044268,6370.8553735763
"Addis",0,78,1.5637725014,1.355110681,1.4321447017,32.4596227867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,79,1.4903822879,1.2653901649,1.2540324197,27.1848796744,4.2667249092,3.716334939,6.0336057965,147.2500287934,9.1681659347,8.9108058859,19.0921350389,571.9650900074,16.5675492773,16.273025417,47.7096756494,1768.4141356696,26.3950578032,26.344416003,98.3013922124,4324.6296384889
"Addis",0,79,1.344012792,1.2248821411,1.114746025,25.2579207139,4.1088857321,3.8528676207,5.3987169051,130.9311709693,8.5580392845,7.7086882773,14.5195107363,411.7026329258,15.8538728457,14.9236000208,39.7870236983,1406.5811331211,25.5233008494,24.6065279184,81.7075158368,3439.1733251089
"Addis",0,79,1.4963313927,1.1676568272,1.1598842666,26.9624068305,4.2982019303,3.1087980949,5.048294496,117.0562236394,9.2881963645,7.2486589698,15.8532665935,459.2179650914,16.8381788523,13.9893028682,41.6078374352,1488.4045448542,26.8754814014,23.0801524818,87.15984189,3728.5327211992
"Addis",0,80,1.3975795188,0.9443802929,0.926387572,20.847299416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,80,1.4779976188,1.1298892923,0.9820635097,22.6908535928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,80,1.7847235122,1.6113299488,1.9121985211,42.6123732604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,81,1.8715619619,1.1941641831,1.5583112765,33.3509907008,5.0814460171,3.8745104333,7.3302594412,182.959329293,10.4314064501,8.3852278758,20.9255451289,644.2801936832,18.4106640611,15.0540535974,50.636616883,1897.5022781885,29.0683788506,23.8691100926,107.0106678644,4808.3972196195
"Addis",0,81,2.0349874319,1.3026517656,1.7465399971,38.164537998,5.7605553626,4.5987154137,9.0618094143,235.8469475397,11.6560707367,9.6817151013,25.5828922382,816.2972377231,20.4532169552,18.9425456303,66.8298090726,2678.3094477327,32.1344689256,30.1038133008,136.0976357876,6487.3215137023
"Addis",0,82,1.7027830716,1.2262046209,1.3755086209,29.6162358972,4.9755730353,4.0803401291,6.9778415283,173.9701473193,10.2299898662,8.4064584159,19.1408928891,573.7449150545,18.5441659833,15.5440498881,51.041996127,1922.106399587,29.2602903276,24.9799323364,101.3994287652,4494.7221817864
"Addis",0,82,1.0737503363,0.5300007267,0.3083410911,10.6355667053,3.1742430048,2.1917639199,2.016388474,46.7124159752,7.1734854837,5.7717189292,8.5799954288,219.9620173601,13.4126499068,10.4624460732,21.7610676081,669.4030911507,21.9113842358,17.0719693984,47.6610624332,1764.2955171769
"Addis",0,82,1.8566226751,1.6953655603,2.0549481942,45.7334793514,5.3662759241,4.6522512233,9.2106683566,236.5951142873,10.8499466894,9.8109159092,26.1331771885,842.8178454733,19.1797010966,16.553603624,62.979325097,2486.3238240564,30.3584671198,26.8477775004,127.4004356996,5975.6487008344
"Addis",0,83,1.3218169281,1.0225606388,0.918354878,20.6962637175,3.9307274375,3.1478549059,4.4466718937,104.5162903805,8.32413652,7.1397897189,12.3499866043,337.594730513,15.2837215701,12.8608090392,30.5669596007,1022.8454738575,24.6389768728,21.4225370354,65.9825946572,2636.2751321137
"Addis",0,83,1.2115746901,1.1364269239,0.8462194217,20.1215823394,3.4922009256,2.8163105941,3.7361237884,87.4358277802,8.0249072409,7.5015028503,14.370064741,406.6024644272,15.023835326,14.4315172884,39.1987761329,1380.9292158162,24.3827131886,24.7645685318,84.2296503116,3571.4340963205
"Addis",0,83,1.6691953033,1.3801129991,1.6085698259,36.1263249015,4.8834032129,4.4028041066,7.8109796756,194.5886241516,10.1357239128,8.644505105,21.7629425622,674.1614042588,17.8890686253,15.9600211397,53.7800530084,2044.4083419202,28.2017705714,25.7089005578,107.703795472,4849.4686096968
"Addis",0,84,1.627411703,1.5179917509,1.6789577237,35.8631575725,4.9077829621,4.4939088183,8.3429862001,214.0834668837,10.149122583,8.8848805475,23.5245971564,738.0528441881,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,84,1.7588573865,1.4497179516,1.771222797,38.6893994801,4.6085852617,3.9925071519,7.7888361483,198.824791137,9.7922072112,8.2112271189,21.694775735,670.0295949397,17.641008878,14.7326970744,54.9125293172,2095.9017499688,27.9855447498,23.3115608812,107.1735602296,4817.4985904822
"Addis",0,84,1.2650247103,1.4515885388,1.252458084,28.8085638559,3.9613740394,4.3457701051,6.4186698796,154.5369704044,8.414498446,8.2337447675,16.5965507743,485.3217528421,15.3394098156,14.7032543873,42.5286383726,1529.2001060621,24.9379783756,23.454807478,84.9362129476,3610.8513714175
"Addis",0,85,1.9669759443,1.7744233518,2.3239195519,49.8657923255,5.4088407051,4.7955913906,10.7460890565,288.4081625755,10.8887337737,9.9111954944,29.3891663153,969.7495070777,19.3329470984,17.5533114717,70.5400114343,2868.1100969333,30.2531311094,28.0377731774,141.8118152952,6823.0202217961
"Addis",0,85,2.2553203871,1.9695338396,2.9121283915,64.3500696059,6.2373066116,5.5924904817,13.4038242828,376.7214195008,12.7266797404,11.4462900098,37.4806259318,1310.1236546761,22.2961796538,20.4301949597,92.3723764587,3998.3710378265,34.628464718,32.1212028288,181.4231772472,9276.2993989318
"Addis",0,85,1.9950270556,1.8888243158,2.5339140314,56.5119569593,5.4257082245,5.2753298349,11.2400860724,300.2173116156,11.6094973174,11.5730800507,33.690682302,1150.713252898,20.7244220624,20.5296106913,81.7384687272,3436.4583489795,32.3805053978,31.4208042728,158.7301580176,7856.3874801181
"Addis",0,86,1.6924895739,1.2524037263,1.4402096387,30.9279382439,4.9808839094,3.7499084293,6.7781832867,168.2466627495,9.9263677911,8.564903831,19.4264432797,584.1905798355,17.9987562023,14.9721885063,49.5954927011,1855.0769774191,28.5741561966,25.4316835018,105.2556012928,4708.2480876481
"Addis",0,86,2.0885346075,1.8700374806,2.6321300244,57.8185297348,5.9779232735,5.402000766,12.3344978137,341.1748335886,12.0066985347,11.2734661766,33.9805616964,1161.1481795673,21.1149227507,21.164330939,85.0120398216,3606.1028282826,32.894198859,33.2628952844,164.2259882896,8193.9477674319
"Addis",0,86,1.417134838,1.4866397696,1.3800343419,31.3918685856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,87,1.3010329843,1.0109662036,0.9093168229,20.5265878177,3.9792549771,3.1417718651,4.809728295,114.030393756,8.4821919709,7.1328895509,13.8837491578,388.6936460639,15.5460743042,14.4871212681,39.7725508085,1413.1976813943,25.2647119268,23.1620544348,84.7688016204,3597.6501578622
"Addis",0,87,1.5325432412,1.3244475114,1.3749202815,30.4435871802,4.6033282766,4.4324557069,7.4489384122,188.8352667479,9.8771955781,9.264109216,22.7312073822,709.2920600369,17.8470153986,16.2623335092,54.887360339,2094.7109496202,28.308461346,24.9931586698,105.6890348528,4734.6806018995
"Addis",0,87,1.8063752622,1.0864804565,1.3670838873,31.1276242675,4.7107378745,3.0424439154,5.9654169023,141.9123854229,9.7789185372,7.2080229592,19.0199915265,572.3586219694,17.4135202133,13.3632378924,47.1042276035,1735.0988389499,27.5279257696,22.4447268572,99.8766885296,4415.5084460281
"Addis",0,88,2.0318797291,1.7218248057,2.3542040482,50.5451424017,5.7041101848,4.9037156944,10.9228879353,294.0451617509,11.5401864116,10.0936764629,29.8881616515,990.02885023,20.4648499536,18.1468010291,74.508456465,3069.4079995674,31.9873531904,28.4915816132,144.1432834936,6962.9896823007
"Addis",0,88,1.3593595191,1.0075215745,0.9277426572,21.6560743891,4.0862303965,3.3514747539,4.7747141606,114.2008858092,8.8877340295,7.5072619489,15.493037192,445.2322489246,16.3494852969,14.7411665927,41.7756701572,1493.9901783389,26.3863160386,24.3266068408,89.3547727164,3843.2137016169
"Addis",0,88,1.5586287742,1.3118684708,1.3552149443,30.8858406651,4.5942144111,3.7364888989,5.8921143439,139.8911105348,9.8152270507,8.3599951234,18.4588151879,551.9511742577,17.7394651778,14.4247299705,44.7839793979,1630.0391887102,28.2013311726,23.0502199002,89.6837154312,3863.0090991888
"Addis",0,89,1.7872100373,1.136290335,1.2685778656,27.4737987688,5.2819055351,3.9724503497,7.011367371,174.9349508846,10.7362390657,8.7408145681,21.7772554144,671.574845282,19.2882154505,16.1416274855,54.9551773287,2105.7716275536,30.263353187,25.194227256,109.3966344928,4939.7229183537
"Addis",0,89,1.9989567572,1.6623787242,2.2071658503,48.1848924745,5.3185221551,4.6111351552,9.3668244825,246.4848219173,10.7284787567,9.7291940245,25.5413619285,817.9195842134,19.0649405118,18.0932475125,65.2257224874,2594.7405993842,30.007275471,28.4892627294,126.1498620332,5900.3606156211
"Addis",0,89,1.8826559544,1.5029801812,1.9419829936,43.2599293803,5.0068586557,4.4970581202,8.6691613748,220.1501021329,10.3715864472,9.1226483551,23.5238335984,741.2093350758,18.6990454958,15.376202196,57.0073203493,2197.46127145,29.4572823354,24.1122585932,111.3330114232,5053.3959605419
"Addis",0,90,1.7130807174,1.4680869698,1.637228671,34.9901344202,5.0660783245,4.7583511357,8.2700743929,211.8997628668,10.4136541715,9.2000875712,21.6409768572,666.4434254716,18.4583567826,16.1940362153,53.6702722045,2045.0961789835,29.0419875242,26.0620865416,110.0357613344,4975.6454110965
"Addis",0,90,1.6664730592,1.2082676515,1.3118942286,29.1697943653,4.8427775225,3.7222710209,6.5545404172,163.0579634457,9.8119182254,8.5318660137,19.1865546157,576.9280247721,17.7782803647,14.4688658183,48.1527428213,1781.1013377188,28.0670356938,23.0453038704,95.971423092,4199.8339577166
"Addis",0,90,1.6960543611,1.1418648879,1.3218597884,30.2083883308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,91,1.634476314,1.5129101888,1.5906360357,34.0204846559,4.7067266444,4.3981527676,7.2040355318,180.500084627,9.7926530697,9.1569954865,20.0634501805,607.6273232751,17.7226919211,16.5136878746,49.8961135811,1868.9681770928,28.211815398,26.4549604044,100.6627151048,4454.1554569728
"Addis",0,91,1.8288657225,1.9806341458,2.379197855,52.0423265092,5.1717657067,5.6810437138,11.4675475305,312.8867664182,10.4285774204,11.5232182865,31.4798118279,1056.9771410198,18.9483034956,20.2874389595,77.0070400315,3188.990774482,29.907591189,31.9530295324,150.2769920468,7336.4278828747
"Addis",0,91,1.7402404036,1.5063003706,1.6805723719,37.6448981837,4.9329896275,4.2526886957,7.6885454961,190.9940905917,10.0138025804,8.6999771601,21.2694875858,655.604008807,17.954587722,15.0766805654,51.3412366907,1930.2408704103,28.515569667,24.5039752708,104.6576188748,4679.613881473
"Addis",0,92,1.1911889824,1.3214973623,1.0614541393,23.4190076101,3.8796027421,4.3453592767,5.9740587882,145.5953833666,8.5293665581,8.5569912891,16.3510452659,473.7517988392,15.3922267278,15.3365019624,39.85526075,1416.8153871408,24.892243688,24.7646832932,85.8957424052,3657.1537150957
"Addis",0,92,1.8547847372,1.578673199,1.9932462915,43.4734185699,5.2794726196,4.5573833246,9.1239459513,239.0179067079,10.6312627812,9.4585449748,25.4613471002,814.7843516025,18.9068937323,16.5382997966,61.166229503,2395.8599085095,29.8560580926,26.322259706,120.218389554,5557.2111582038
"Addis",0,92,1.5153846886,1.2020030288,1.2617470475,28.9951485814,4.4917159927,3.9978782059,6.8093860011,165.5885035979,9.4804113974,9.0576591822,20.8666344985,640.5312663269,17.2796265948,16.263226769,52.6838822647,1992.9314509342,27.533450893,26.2428788948,108.9736892152,4920.6332315743
"Addis",0,93,1.7027924785,1.2730265357,1.4795720644,31.7314534473,5.0238014479,4.0269822005,7.7498463527,196.45101006,10.1416466209,8.4667927528,21.6549114261,666.9677548829,17.9068355625,15.875122233,53.9149883546,2056.6246996238,28.4280296212,26.2619332128,111.5294171156,5059.7993588149
"Addis",0,93,1.8455551467,1.5430131559,1.912142525,41.7129612444,4.9583649875,3.9847254137,8.5640411966,221.9826540012,10.3758770443,8.933723392,24.9240161755,793.7927719443,18.9156746303,16.1502991142,62.3165475641,2451.8926113738,30.1036907574,27.0456849166,130.8602053916,6175.7497565972
"Addis",0,93,1.2144205909,0.8026864676,0.5642323421,15.7330118276,3.7453976825,2.7029940597,3.4276809522,75.7140015485,8.2177150335,6.7599184454,13.1774991386,367.7537950516,15.3829533098,12.6507093285,36.0463966292,1246.8752931834,24.8463576108,20.9693678978,75.5221501548,3121.2606430971
"Addis",0,94,2.0559145406,1.489455482,2.0028849216,42.7808889119,5.2834474616,4.2491278283,9.1413126432,238.2796053977,10.9083145211,9.0615376493,26.1605435124,840.6274434824,19.0102592436,15.8922515903,63.0967207259,2498.1671273927,29.8781684546,25.844501017,125.6966744452,5871.5875375353
"Addis",0,94,1.7038820225,1.4168093299,1.5657909027,34.3657056669,4.8381139307,4.2129829485,7.6555117773,194.8941541102,10.3666212276,9.3626415849,22.7686587923,710.7191270782,18.4757966724,16.7908189442,56.2066959751,2157.3129965688,29.4290879982,27.0509880414,114.8238352756,5248.7560237619
"Addis",0,94,1.4605126618,1.0820552238,0.951261864,22.895080498,4.2825116266,3.1942737249,4.2150664463,95.3525017732,9.1870173126,6.9405407262,13.0500303856,363.5004100918,16.6248046314,12.8870012756,34.115850254,1165.0942792053,26.5588580936,20.9416131026,72.27242497,2955.6500289293
"Addis",0,95,1.4818784254,1.2966646201,1.2806320448,27.7136949396,4.4210482695,4.4792800401,6.8348917265,169.8683909435,9.4568083264,9.4861769196,20.7792990881,634.1820769118,16.9219889223,17.333641449,52.3640608038,1983.7815464504,27.0681251664,28.1633482394,105.4050899864,4716.5653567241
